DIA,Usos bicis abono anual ,Usos bicis abono ocasional ,Usos bicis total,,Usos abono anual acumulado,Usos abono ocasional acumulado,Usos total acumulado desde inicio,,Acumulado mes total,,,,,,,,,,
08/10/2020,16.222,29,16.251,,19.740.657,349.828,20.090.485,,,,,,,,,,,,
09/10/2020,16.304,31,16.335,,19.756.961,349.859,20.106.820,,,,,,,,,,,,
10/10/2020,13.993,157,14.150,,19.770.954,350.016,20.120.970,,,,,,,,,,,,
11/10/2020,11.935,113,12.048,,19.782.889,350.129,20.133.018,,,,,,,,,,,,
12/10/2020,11.061,124,11.185,,19.793.950,350.253,20.144.203,,,,,,,,,,,,
13/10/2020,14.525,20,14.545,,19.808.475,350.273,20.158.748,,,,,,,,,,,,
14/10/2020,15.275,18,15.293,,19.823.750,350.291,20.174.041,,,,,,,,,,,,
15/10/2020,14.770,19,14.789,,19.838.520,350.310,20.188.830,,,,,,,,,,,,
16/10/2020,15.116,17,15.133,,19.853.636,350.327,20.203.963,,,,,,,,,,,,
17/10/2020,12.843,63,12.906,,19.866.479,350.390,20.216.869,,,,,,,,,,,,
18/10/2020,11.947,82,12.029,,19.878.426,350.472,20.228.898,,,,,,,,,,,,
19/10/2020,13.727,27,13.754,,19.892.153,350.499,20.242.652,,,,,,,,,,,,
20/10/2020,5.272,10,5.282,,19.897.425,350.509,20.247.934,,,,,,,,,,,,
21/10/2020,12.176,3,12.179,,19.909.601,350.512,20.260.113,,,,,,,,,,,,
22/10/2020,10.832,12,10.844,,19.920.433,350.524,20.270.957,,,,,,,,,,,,
23/10/2020,11.611,17,11.628,,19.932.044,350.541,20.282.585,,,,,,,,,,,,
24/10/2020,11.412,39,11.451,,19.943.456,350.580,20.294.036,,,,,,,,,,,,
25/10/2020,5.968,8,5.976,,19.949.424,350.588,20.300.012,,,,,,,,,,,,
26/10/2020,11.382,9,11.391,,19.960.806,350.597,20.311.403,,,,,,,,,,,,
27/10/2020,12.515,12,12.527,,19.973.321,350.609,20.323.930,,,,,,,,,,,,
28/10/2020,12.871,7,12.878,,19.986.192,350.616,20.336.808,,,,,,,,,,,,
29/10/2020,12.983,11,12.994,,19.999.175,350.627,20.349.802,,,,,,,,,,,,
30/10/2020,13.803,32,13.835,,20.012.978,350.659,20.363.637,,,,,,,,,,,,
31/10/2020,11.642,64,11.706,,20.024.620,350.723,20.375.343,,393.711,,,,,,,,,,
01/11/2020,10.289,67,10.356,,20.034.909,350.790,20.385.699,,,,,,,,,,,,
02/11/2020,8.879,70,8.949,,20.043.788,350.860,20.394.648,,,,,,,,,,,,
03/11/2020,7.923,16,7.939,,20.051.711,350.876,20.402.587,,,,,,,,,,,,
04/11/2020,9.050,7,9.057,,20.060.761,350.883,20.411.644,,,,,,,,,,,,
05/11/2020,5.090,4,5.094,,20.065.851,350.887,20.416.738,,,,,,,,,,,,
06/11/2020,11.478,1,11.479,,20.077.329,350.888,20.428.217,,,,,,,,,,,,
07/11/2020,8.741,17,8.758,,20.086.070,350.905,20.436.975,,,,,,,,,,,,
08/11/2020,9.287,51,9.338,,20.095.357,350.956,20.446.313,,,,,,,,,,,,
09/11/2020,8.006,28,8.034,,20.103.363,350.984,20.454.347,,,,,,,,,,,,
10/11/2020,11.938,12,11.950,,20.115.301,350.996,20.466.297,,,,,,,,,,,,
11/11/2020,12.579,5,12.584,,20.127.880,351.001,20.478.881,,,,,,,,,,,,
12/11/2020,12.652,7,12.659,,20.140.532,351.008,20.491.540,,,,,,,,,,,,
13/11/2020,13.623,11,13.634,,20.154.155,351.019,20.505.174,,,,,,,,,,,,
14/11/2020,7.140,9,7.149,,20.161.295,351.028,20.512.323,,,,,,,,,,,,
15/11/2020,8.494,40,8.534,,20.169.789,351.068,20.520.857,,,,,,,,,,,,
16/11/2020,11.563,9,11.572,,20.181.352,351.077,20.532.429,,,,,,,,,,,,
17/11/2020,11.120,5,11.125,,20.192.472,351.082,20.543.554,,,,,,,,,,,,
18/11/2020,12.361,9,12.370,,20.204.833,351.091,20.555.924,,,,,,,,,,,,
19/11/2020,13.138,11,13.149,,20.217.971,351.102,20.569.073,,,,,,,,,,,,
20/11/2020,13.641,14,13.655,,20.231.612,351.116,20.582.728,,,,,,,,,,,,
21/11/2020,10.933,62,10.995,,20.242.545,351.178,20.593.723,,,,,,,,,,,,
22/11/2020,9.411,58,9.469,,20.251.956,351.236,20.603.192,,,,,,,,,,,,
23/11/2020,10.770,7,10.777,,20.262.726,351.243,20.613.969,,,,,,,,,,,,
24/11/2020,11.611,9,11.620,,20.274.337,351.252,20.625.589,,,,,,,,,,,,
25/11/2020,10.941,7,10.948,,20.285.278,351.259,20.636.537,,,,,,,,,,,,
26/11/2020,6.304,3,6.307,,20.291.582,351.262,20.642.844,,,,,,,,,,,,
27/11/2020,6.015,0,6.015,,20.297.597,351.262,20.648.859,,,,,,,,,,,,
28/11/2020,9.880,29,9.909,,20.307.477,351.291,20.658.768,,,,,,,,,,,,
29/11/2020,8.737,44,8.781,,20.316.214,351.335,20.667.549,,,,,,,,,,,,
30/11/2020,10.604,14,10.618,,20.326.818,351.349,20.678.167,,302.824,,,,,,,,,,
01/12/2020,11.756,6,11.762,,20.338.574,351.355,20.689.929,,,,,,,,,,,,
02/12/2020,11.648,4,11.652,,20.350.222,351.359,20.701.581,,,,,,,,,,,,
03/12/2020,11.060,7,11.067,,20.361.282,351.366,20.712.648,,,,,,,,,,,,
04/12/2020,10.484,5,10.489,,20.371.766,351.371,20.723.137,,,,,,,,,,,,
05/12/2020,7.960,22,7.982,,20.379.726,351.393,20.731.119,,,,,,,,,,,,
06/12/2020,6.906,17,6.923,,20.386.632,351.410,20.738.042,,,,,,,,,,,,
07/12/2020,6.250,4,6.254,,20.392.882,351.414,20.744.296,,,,,,,,,,,,
08/12/2020,6.950,36,6.986,,20.399.832,351.450,20.751.282,,,,,,,,,,,,
09/12/2020,10.155,12,10.167,,20.409.987,351.462,20.761.449,,,,,,,,,,,,
10/12/2020,10.690,12,10.702,,20.420.677,351.474,20.772.151,,,,,,,,,,,,
11/12/2020,10.930,12,10.942,,20.431.607,351.486,20.783.093,,,,,,,,,,,,
12/12/2020,10.464,19,10.483,,20.442.071,351.505,20.793.576,,,,,,,,,,,,
13/12/2020,8.722,21,8.743,,20.450.793,351.526,20.802.319,,,,,,,,,,,,
14/12/2020,8.844,5,8.849,,20.459.637,351.531,20.811.168,,,,,,,,,,,,
15/12/2020,10.917,2,10.919,,20.470.554,351.533,20.822.087,,,,,,,,,,,,
16/12/2020,9.813,2,9.815,,20.480.367,351.535,20.831.902,,,,,,,,,,,,
17/12/2020,11.421,10,11.431,,20.491.788,351.545,20.843.333,,,,,,,,,,,,
18/12/2020,11.558,4,11.562,,20.503.346,351.549,20.854.895,,,,,,,,,,,,
19/12/2020,5.544,12,5.556,,20.508.890,351.561,20.860.451,,,,,,,,,,,,
20/12/2020,7.805,33,7.838,,20.516.695,351.594,20.868.289,,,,,,,,,,,,
21/12/2020,9.423,24,9.447,,20.526.118,351.618,20.877.736,,,,,,,,,,,,
22/12/2020,9.878,22,9.900,,20.535.996,351.640,20.887.636,,,,,,,,,,,,
23/12/2020,8.738,12,8.750,,20.544.734,351.652,20.896.386,,,,,,,,,,,,
24/12/2020,5.097,20,5.117,,20.549.831,351.672,20.901.503,,,,,,,,,,,,
25/12/2020,3.463,22,3.485,,20.553.294,351.694,20.904.988,,,,,,,,,,,,
26/12/2020,5.628,37,5.665,,20.558.922,351.731,20.910.653,,,,,,,,,,,,
27/12/2020,4.802,28,4.830,,20.563.724,351.759,20.915.483,,,,,,,,,,,,
28/12/2020,6.174,37,6.211,,20.569.898,351.796,20.921.694,,,,,,,,,,,,
29/12/2020,6.869,15,6.884,,20.576.767,351.811,20.928.578,,,,,,,,,,,,
30/12/2020,7.198,6,7.204,,20.583.965,351.817,20.935.782,,,,,,,,,,,,
31/12/2020,4.894,6,4.900,,20.588.859,351.823,20.940.682,,262.515,,,,,,,,,,
01/01/2021,3.213,28,3.241,,20.592.072,351.851,20.943.923,,,,,,,,,,,,
02/01/2021,5.180,34,5.214,,20.597.252,351.885,20.949.137,,,,,,,,,,,,
03/01/2021,5.256,48,5.304,,20.602.508,351.933,20.954.441,,,,,,,,,,,,
04/01/2021,6.903,6,6.909,,20.609.411,351.939,20.961.350,,,,,,,,,,,,
05/01/2021,7.267,16,7.283,,20.616.678,351.955,20.968.633,,,,,,,,,,,,
06/01/2021,4.216,39,4.255,,20.620.894,351.994,20.972.888,,,,,,,,,,,,
07/01/2021,4.001,3,4.004,,20.624.895,351.997,20.976.892,,,,,,,,,,,,
08/01/2021,1.942,2,1.944,,20.626.837,351.999,20.978.836,,,,,,,,,,,,
09/01/2021,118,0,118,,20.626.955,351.999,20.978.954,,,,,,,,,,,,
10/01/2021,294,0,294,,20.627.249,351.999,20.979.248,,,,,,,,,,,,
11/01/2021,514,0,514,,20.627.763,351.999,20.979.762,,,,,,,,,,,,
12/01/2021,528,0,528,,20.628.291,351.999,20.980.290,,,,,,,,,,,,
13/01/2021,788,4,792,,20.629.079,352.003,20.981.082,,,,,,,,,,,,
14/01/2021,1.129,3,1.132,,20.630.208,352.006,20.982.214,,,,,,,,,,,,
15/01/2021,1.775,0,1.775,,20.631.983,352.006,20.983.989,,,,,,,,,,,,
16/01/2021,2.140,5,2.145,,20.634.123,352.011,20.986.134,,,,,,,,,,,,
17/01/2021,2.238,10,2.248,,20.636.361,352.021,20.988.382,,,,,,,,,,,,
18/01/2021,3.101,2,3.103,,20.639.462,352.023,20.991.485,,,,,,,,,,,,
19/01/2021,3.494,1,3.495,,20.642.956,352.024,20.994.980,,,,,,,,,,,,
20/01/2021,2.696,2,2.698,,20.645.652,352.026,20.997.678,,,,,,,,,,,,
21/01/2021,3.775,6,3.781,,20.649.427,352.032,21.001.459,,,,,,,,,,,,
22/01/2021,5.436,5,5.441,,20.654.863,352.037,21.006.900,,,,,,,,,,,,
23/01/2021,3.987,7,3.994,,20.658.850,352.044,21.010.894,,,,,,,,,,,,
24/01/2021,4.898,8,4.906,,20.663.748,352.052,21.015.800,,,,,,,,,,,,
25/01/2021,6.012,2,6.014,,20.669.760,352.054,21.021.814,,,,,,,,,,,,
26/01/2021,7.378,7,7.385,,20.677.138,352.061,21.029.199,,,,,,,,,,,,
27/01/2021,8.274,10,8.284,,20.685.412,352.071,21.037.483,,,,,,,,,,,,
28/01/2021,7.749,7,7.756,,20.693.161,352.078,21.045.239,,,,,,,,,,,,
29/01/2021,8.519,16,8.535,,20.701.680,352.094,21.053.774,,,,,,,,,,,,
30/01/2021,6.863,24,6.887,,20.708.543,352.118,21.060.661,,,,,,,,,,,,
31/01/2021,5.431,22,5.453,,20.713.974,352.140,21.066.114,,125.432,,,,,,,,,,
01/02/2021,8.030,9,8.039,,20.722.004,352.149,21.074.153,,,,,,,,,,,,
02/02/2021,8.285,2,8.287,,20.730.289,352.151,21.082.440,,,,,,,,,,,,
03/02/2021,8.214,3,8.217,,20.738.503,352.154,21.090.657,,,,,,,,,,,,
04/02/2021,8.920,8,8.928,,20.747.423,352.162,21.099.585,,,,,,,,,,,,
05/02/2021,9.368,17,9.385,,20.756.791,352.179,21.108.970,,,,,,,,,,,,
06/02/2021,5.741,17,5.758,,20.762.532,352.196,21.114.728,,,,,,,,,,,,
07/02/2021,6.432,36,6.468,,20.768.964,352.232,21.121.196,,,,,,,,,,,,
08/02/2021,6.736,7,6.743,,20.775.700,352.239,21.127.939,,,,,,,,,,,,
09/02/2021,4.424,5,4.429,,20.780.124,352.244,21.132.368,,,,,,,,,,,,
10/02/2021,9.141,9,9.150,,20.789.265,352.253,21.141.518,,,,,,,,,,,,
11/02/2021,8.683,11,8.694,,20.797.948,352.264,21.150.212,,,,,,,,,,,,
12/02/2021,10.107,21,10.128,,20.808.055,352.285,21.160.340,,,,,,,,,,,,
13/02/2021,9.414,63,9.477,,20.817.469,352.348,21.169.817,,,,,,,,,,,,
14/02/2021,8.326,54,8.380,,20.825.795,352.402,21.178.197,,,,,,,,,,,,
15/02/2021,9.527,22,9.549,,20.835.322,352.424,21.187.746,,,,,,,,,,,,
16/02/2021,10.200,31,10.231,,20.845.522,352.455,21.197.977,,,,,,,,,,,,
17/02/2021,10.726,10,10.736,,20.856.248,352.465,21.208.713,,,,,,,,,,,,
18/02/2021,11.460,25,11.485,,20.867.708,352.490,21.220.198,,,,,,,,,,,,
19/02/2021,12.080,32,12.112,,20.879.788,352.522,21.232.310,,,,,,,,,,,,
20/02/2021,10.296,95,10.391,,20.890.084,352.617,21.242.701,,,,,,,,,,,,
21/02/2021,4.544,18,4.562,,20.894.628,352.635,21.247.263,,,,,,,,,,,,
22/02/2021,8.994,26,9.020,,20.903.622,352.661,21.256.283,,,,,,,,,,,,
23/02/2021,10.934,31,10.965,,20.914.556,352.692,21.267.248,,,,,,,,,,,,
24/02/2021,11.189,9,11.198,,20.925.745,352.701,21.278.446,,,,,,,,,,,,
25/02/2021,11.516,19,11.535,,20.937.261,352.720,21.289.981,,,,,,,,,,,,
26/02/2021,12.734,39,12.773,,20.949.995,352.759,21.302.754,,,,,,,,,,,,
27/02/2021,11.009,99,11.108,,20.961.004,352.858,21.313.862,,,,,,,,,,,,
28/02/2021,8.494,69,8.563,,20.969.498,352.927,21.322.425,,256.311,,,,,,,,,,
01/03/2021,9.234,15,9.249,,20.978.732,352.942,21.331.674,,,,,,,,,,,,
02/03/2021,11.298,46,11.344,,20.990.030,352.988,21.343.018,,,,,,,,,,,,
03/03/2021,11.926,47,11.973,,21.001.956,353.035,21.354.991,,,,,,,,,,,,
04/03/2021,12.057,38,12.095,,21.014.013,353.073,21.367.086,,,,,,,,,,,,
05/03/2021,12.844,15,12.859,,21.026.857,353.088,21.379.945,,,,,,,,,,,,
06/03/2021,10.604,92,10.696,,21.037.461,353.180,21.390.641,,,,,,,,,,,,
07/03/2021,7.657,52,7.709,,21.045.118,353.232,21.398.350,,,,,,,,,,,,
08/03/2021,8.122,10,8.132,,21.053.240,353.242,21.406.482,,,,,,,,,,,,
09/03/2021,11.733,27,11.760,,21.064.973,353.269,21.418.242,,,,,,,,,,,,
10/03/2021,12.034,48,12.082,,21.077.007,353.317,21.430.324,,,,,,,,,,,,
11/03/2021,12.972,30,13.002,,21.089.979,353.347,21.443.326,,,,,,,,,,,,
12/03/2021,13.534,47,13.581,,21.103.513,353.394,21.456.907,,,,,,,,,,,,
13/03/2021,10.868,119,10.987,,21.114.381,353.513,21.467.894,,,,,,,,,,,,
14/03/2021,9.098,159,9.257,,21.123.479,353.672,21.477.151,,,,,,,,,,,,
15/03/2021,11.262,25,11.287,,21.134.741,353.697,21.488.438,,,,,,,,,,,,
16/03/2021,12.175,69,12.244,,21.146.916,353.766,21.500.682,,,,,,,,,,,,
17/03/2021,12.519,60,12.579,,21.159.435,353.826,21.513.261,,,,,,,,,,,,
18/03/2021,12.430,30,12.460,,21.171.865,353.856,21.525.721,,,,,,,,,,,,
19/03/2021,8.139,39,8.178,,21.180.004,353.895,21.533.899,,,,,,,,,,,,
20/03/2021,8.985,71,9.056,,21.188.989,353.966,21.542.955,,,,,,,,,,,,
21/03/2021,8.457,82,8.539,,21.197.446,354.048,21.551.494,,,,,,,,,,,,
22/03/2021,11.208,50,11.258,,21.208.654,354.098,21.562.752,,,,,,,,,,,,
23/03/2021,12.706,39,12.745,,21.221.360,354.137,21.575.497,,,,,,,,,,,,
24/03/2021,13.126,16,13.142,,21.234.486,354.153,21.588.639,,,,,,,,,,,,
25/03/2021,13.141,35,13.176,,21.247.627,354.188,21.601.815,,,,,,,,,,,,
26/03/2021,12.701,56,12.757,,21.260.328,354.244,21.614.572,,,,,,,,,,,,
27/03/2021,9.902,134,10.036,,21.270.230,354.378,21.624.608,,,,,,,,,,,,
28/03/2021,9.045,123,9.168,,21.279.275,354.501,21.633.776,,,,,,,,,,,,
29/03/2021,10.479,88,10.567,,21.289.754,354.589,21.644.343,,,,,,,,,,,,
30/03/2021,11.303,82,11.385,,21.301.057,354.671,21.655.728,,,,,,,,,,,,
31/03/2021,12.106,127,12.233,,21.313.163,354.798,21.667.961,,345.536,,,,,,,,,,
01/04/2021,9.516,104,9.620,,21.322.679,354.902,21.677.581,,,,,,,,,,,,
02/04/2021,5.505,50,5.555,,21.328.184,354.952,21.683.136,,,,,,,,,,,,
03/04/2021,8.637,133,8.770,,21.336.821,355.085,21.691.906,,,,,,,,,,,,
04/04/2021,9.612,188,9.800,,21.346.433,355.273,21.701.706,,,,,,,,,,,,
05/04/2021,11.681,128,11.809,,21.358.114,355.401,21.713.515,,,,,,,,,,,,
06/04/2021,13.782,68,13.850,,21.371.896,355.469,21.727.365,,,,,,,,,,,,
07/04/2021,13.637,37,13.674,,21.385.533,355.506,21.741.039,,,,,,,,,,,,
08/04/2021,13.441,65,13.506,,21.398.974,355.571,21.754.545,,,,,,,,,,,,
09/04/2021,9.913,16,9.929,,21.408.887,355.587,21.764.474,,,,,,,,,,,,
10/04/2021,9.852,88,9.940,,21.418.739,355.675,21.774.414,,,,,,,,,,,,
11/04/2021,6.872,54,6.926,,21.425.611,355.729,21.781.340,,,,,,,,,,,,
12/04/2021,11.872,22,11.894,,21.437.483,355.751,21.793.234,,,,,,,,,,,,
13/04/2021,10.435,15,10.450,,21.447.918,355.766,21.803.684,,,,,,,,,,,,
14/04/2021,13.300,30,13.330,,21.461.218,355.796,21.817.014,,,,,,,,,,,,
15/04/2021,12.608,32,12.640,,21.473.826,355.828,21.829.654,,,,,,,,,,,,
16/04/2021,14.194,65,14.259,,21.488.020,355.893,21.843.913,,,,,,,,,,,,
17/04/2021,11.235,137,11.372,,21.499.255,356.030,21.855.285,,,,,,,,,,,,
18/04/2021,9.450,107,9.557,,21.508.705,356.137,21.864.842,,,,,,,,,,,,
19/04/2021,11.579,28,11.607,,21.520.284,356.165,21.876.449,,,,,,,,,,,,
20/04/2021,12.466,36,12.502,,21.532.750,356.201,21.888.951,,,,,,,,,,,,
21/04/2021,13.250,41,13.291,,21.546.000,356.242,21.902.242,,,,,,,,,,,,
22/04/2021,9.284,47,9.331,,21.555.284,356.289,21.911.573,,,,,,,,,,,,
23/04/2021,13.713,63,13.776,,21.568.997,356.352,21.925.349,,,,,,,,,,,,
24/04/2021,9.026,68,9.094,,21.578.023,356.420,21.934.443,,,,,,,,,,,,
25/04/2021,2.648,10,2.658,,21.580.671,356.430,21.937.101,,,,,,,,,,,,
26/04/2021,10.301,34,10.335,,21.590.972,356.464,21.947.436,,,,,,,,,,,,
27/04/2021,10.860,22,10.882,,21.601.832,356.486,21.958.318,,,,,,,,,,,,
28/04/2021,12.028,24,12.052,,21.613.860,356.510,21.970.370,,,,,,,,,,,,
29/04/2021,12.327,18,12.345,,21.626.187,356.528,21.982.715,,,,,,,,,,,,
30/04/2021,13.377,37,13.414,,21.639.564,356.565,21.996.129,,328.168,,,,,,,,,,
