DIA,Usos bicis abono anual ,Usos bicis abono ocasional ,Usos bicis total,,Usos abono anual acumulado,Usos abono ocasional acumulado,Usos total acumulado desde inicio,,Acumulado mes total,,,,,,,,,,
25/06/2017,7.153,317,7.470,,7.856.310,172.519,8.028.829,,,,,,,,,,,,
26/06/2017,11.538,162,11.700,,7.867.848,172.681,8.040.529,,,,,,,,,,,,
27/06/2017,12.991,183,13.174,,7.880.839,172.864,8.053.703,,,,,,,,,,,,
28/06/2017,13.018,186,13.204,,7.893.857,173.050,8.066.907,,,,,,,,,,,,
29/06/2017,12.721,145,12.866,,7.906.578,173.195,8.079.773,,,,,,,,,,,,
30/06/2017,11.515,185,11.700,,7.918.093,173.380,8.091.473,,352.963,,,,,,,,,,
01/07/2017,8.144,266,8.410,,7.926.237,173.646,8.099.883,,,,,,,,,,,,
02/07/2017,7.340,305,7.645,,7.933.577,173.951,8.107.528,,,,,,,,,,,,
03/07/2017,11.905,256,12.161,,7.945.482,174.207,8.119.689,,,,,,,,,,,,
04/07/2017,12.701,214,12.915,,7.958.183,174.421,8.132.604,,,,,,,,,,,,
05/07/2017,13.090,265,13.355,,7.971.273,174.686,8.145.959,,,,,,,,,,,,
06/07/2017,6.135,69,6.204,,7.977.408,174.755,8.152.163,,,,,,,,,,,,
07/07/2017,7.721,101,7.822,,7.985.129,174.856,8.159.985,,,,,,,,,,,,
08/07/2017,7.588,315,7.903,,7.992.717,175.171,8.167.888,,,,,,,,,,,,
09/07/2017,7.862,468,8.330,,8.000.579,175.639,8.176.218,,,,,,,,,,,,
10/07/2017,11.684,289,11.973,,8.012.263,175.928,8.188.191,,,,,,,,,,,,
11/07/2017,12.355,169,12.524,,8.024.618,176.097,8.200.715,,,,,,,,,,,,
12/07/2017,12.603,162,12.765,,8.037.221,176.259,8.213.480,,,,,,,,,,,,
13/07/2017,12.358,188,12.546,,8.049.579,176.447,8.226.026,,,,,,,,,,,,
14/07/2017,11.208,186,11.394,,8.060.787,176.633,8.237.420,,,,,,,,,,,,
15/07/2017,7.354,226,7.580,,8.068.141,176.859,8.245.000,,,,,,,,,,,,
16/07/2017,7.256,307,7.563,,8.075.397,177.166,8.252.563,,,,,,,,,,,,
17/07/2017,11.127,193,11.320,,8.086.524,177.359,8.263.883,,,,,,,,,,,,
18/07/2017,11.844,167,12.011,,8.098.368,177.526,8.275.894,,,,,,,,,,,,
19/07/2017,12.203,179,12.382,,8.110.571,177.705,8.288.276,,,,,,,,,,,,
20/07/2017,12.439,177,12.616,,8.123.010,177.882,8.300.892,,,,,,,,,,,,
21/07/2017,11.433,193,11.626,,8.134.443,178.075,8.312.518,,,,,,,,,,,,
22/07/2017,7.682,378,8.060,,8.142.125,178.453,8.320.578,,,,,,,,,,,,
23/07/2017,6.796,285,7.081,,8.148.921,178.738,8.327.659,,,,,,,,,,,,
24/07/2017,10.956,136,11.092,,8.159.877,178.874,8.338.751,,,,,,,,,,,,
25/07/2017,11.613,204,11.817,,8.171.490,179.078,8.350.568,,,,,,,,,,,,
26/07/2017,12.065,137,12.202,,8.183.555,179.215,8.362.770,,,,,,,,,,,,
27/07/2017,12.414,204,12.618,,8.195.969,179.419,8.375.388,,,,,,,,,,,,
28/07/2017,11.344,219,11.563,,8.207.313,179.638,8.386.951,,,,,,,,,,,,
29/07/2017,7.169,281,7.450,,8.214.482,179.919,8.394.401,,,,,,,,,,,,
30/07/2017,6.490,293,6.783,,8.220.972,180.212,8.401.184,,,,,,,,,,,,
31/07/2017,9.759,258,10.017,,8.230.731,180.470,8.411.201,,319.728,,,,,,,,,,
01/08/2017,9.935,177,10.112,,8.240.666,180.647,8.421.313,,,,,,,,,,,,
02/08/2017,10.519,190,10.709,,8.251.185,180.837,8.432.022,,,,,,,,,,,,
03/08/2017,10.228,199,10.427,,8.261.413,181.036,8.442.449,,,,,,,,,,,,
04/08/2017,9.207,210,9.417,,8.270.620,181.246,8.451.866,,,,,,,,,,,,
05/08/2017,6.235,223,6.458,,8.276.855,181.469,8.458.324,,,,,,,,,,,,
06/08/2017,5.801,297,6.098,,8.282.656,181.766,8.464.422,,,,,,,,,,,,
07/08/2017,8.553,193,8.746,,8.291.209,181.959,8.473.168,,,,,,,,,,,,
08/08/2017,8.844,262,9.106,,8.300.053,182.221,8.482.274,,,,,,,,,,,,
09/08/2017,8.764,216,8.980,,8.308.817,182.437,8.491.254,,,,,,,,,,,,
10/08/2017,8.440,197,8.637,,8.317.257,182.634,8.499.891,,,,,,,,,,,,
11/08/2017,7.573,272,7.845,,8.324.830,182.906,8.507.736,,,,,,,,,,,,
12/08/2017,5.341,333,5.674,,8.330.171,183.239,8.513.410,,,,,,,,,,,,
13/08/2017,4.973,462,5.435,,8.335.144,183.701,8.518.845,,,,,,,,,,,,
14/08/2017,6.536,316,6.852,,8.341.680,184.017,8.525.697,,,,,,,,,,,,
15/08/2017,5.781,316,6.097,,8.347.461,184.333,8.531.794,,,,,,,,,,,,
16/08/2017,8.001,292,8.293,,8.355.462,184.625,8.540.087,,,,,,,,,,,,
17/08/2017,8.472,277,8.749,,8.363.934,184.902,8.548.836,,,,,,,,,,,,
18/08/2017,7.692,222,7.914,,8.371.626,185.124,8.556.750,,,,,,,,,,,,
19/08/2017,5.766,328,6.094,,8.377.392,185.452,8.562.844,,,,,,,,,,,,
20/08/2017,5.657,337,5.994,,8.383.049,185.789,8.568.838,,,,,,,,,,,,
21/08/2017,8.469,241,8.710,,8.391.518,186.030,8.577.548,,,,,,,,,,,,
22/08/2017,9.130,187,9.317,,8.400.648,186.217,8.586.865,,,,,,,,,,,,
23/08/2017,9.430,212,9.642,,8.410.078,186.429,8.596.507,,,,,,,,,,,,
24/08/2017,9.699,219,9.918,,8.419.777,186.648,8.606.425,,,,,,,,,,,,
25/08/2017,9.107,237,9.344,,8.428.884,186.885,8.615.769,,,,,,,,,,,,
26/08/2017,6.860,373,7.233,,8.435.744,187.258,8.623.002,,,,,,,,,,,,
27/08/2017,6.348,349,6.697,,8.442.092,187.607,8.629.699,,,,,,,,,,,,
28/08/2017,5.877,88,5.965,,8.447.969,187.695,8.635.664,,,,,,,,,,,,
29/08/2017,10.215,235,10.450,,8.458.184,187.930,8.646.114,,,,,,,,,,,,
30/08/2017,11.224,161,11.385,,8.469.408,188.091,8.657.499,,,,,,,,,,,,
31/08/2017,12.064,154,12.218,,8.481.472,188.245,8.669.717,,258.516,,,,,,,,,,
01/09/2017,12.042,179,12.221,,8.493.514,188.424,8.681.938,,,,,,,,,,,,
02/09/2017,8.727,446,9.173,,8.502.241,188.870,8.691.111,,,,,,,,,,,,
03/09/2017,8.863,449,9.312,,8.511.104,189.319,8.700.423,,,,,,,,,,,,
04/09/2017,12.386,261,12.647,,8.523.490,189.580,8.713.070,,,,,,,,,,,,
05/09/2017,13.437,212,13.649,,8.536.927,189.792,8.726.719,,,,,,,,,,,,
06/09/2017,14.052,232,14.284,,8.550.979,190.024,8.741.003,,,,,,,,,,,,
07/09/2017,14.092,257,14.349,,8.565.071,190.281,8.755.352,,,,,,,,,,,,
08/09/2017,13.481,325,13.806,,8.578.552,190.606,8.769.158,,,,,,,,,,,,
09/09/2017,9.634,341,9.975,,8.588.186,190.947,8.779.133,,,,,,,,,,,,
10/09/2017,8.958,427,9.385,,8.597.144,191.374,8.788.518,,,,,,,,,,,,
11/09/2017,12.666,213,12.879,,8.609.810,191.587,8.801.397,,,,,,,,,,,,
12/09/2017,13.674,166,13.840,,8.623.484,191.753,8.815.237,,,,,,,,,,,,
13/09/2017,14.269,224,14.493,,8.637.753,191.977,8.829.730,,,,,,,,,,,,
14/09/2017,14.288,196,14.484,,8.652.041,192.173,8.844.214,,,,,,,,,,,,
15/09/2017,13.109,200,13.309,,8.665.150,192.373,8.857.523,,,,,,,,,,,,
16/09/2017,9.434,386,9.820,,8.674.584,192.759,8.867.343,,,,,,,,,,,,
17/09/2017,9.218,419,9.637,,8.683.802,193.178,8.876.980,,,,,,,,,,,,
18/09/2017,12.353,156,12.509,,8.696.155,193.334,8.889.489,,,,,,,,,,,,
19/09/2017,13.438,153,13.591,,8.709.593,193.487,8.903.080,,,,,,,,,,,,
20/09/2017,14.130,198,14.328,,8.723.723,193.685,8.917.408,,,,,,,,,,,,
21/09/2017,14.023,170,14.193,,8.737.746,193.855,8.931.601,,,,,,,,,,,,
22/09/2017,13.325,305,13.630,,8.751.071,194.160,8.945.231,,,,,,,,,,,,
23/09/2017,10.329,495,10.824,,8.761.400,194.655,8.956.055,,,,,,,,,,,,
24/09/2017,9.904,499,10.403,,8.771.304,195.154,8.966.458,,,,,,,,,,,,
25/09/2017,12.789,181,12.970,,8.784.093,195.335,8.979.428,,,,,,,,,,,,
26/09/2017,13.612,209,13.821,,8.797.705,195.544,8.993.249,,,,,,,,,,,,
27/09/2017,13.872,186,14.058,,8.811.577,195.730,9.007.307,,,,,,,,,,,,
28/09/2017,14.228,212,14.440,,8.825.805,195.942,9.021.747,,,,,,,,,,,,
29/09/2017,14.456,258,14.714,,8.840.261,196.200,9.036.461,,,,,,,,,,,,
30/09/2017,11.151,474,11.625,,8.851.412,196.674,9.048.086,,378.369,,,,,,,,,,
01/10/2017,10.292,590,10.882,,8.861.704,197.264,9.058.968,,,,,,,,,,,,
02/10/2017,13.105,204,13.309,,8.874.809,197.468,9.072.277,,,,,,,,,,,,
03/10/2017,14.255,241,14.496,,8.889.064,197.709,9.086.773,,,,,,,,,,,,
04/10/2017,14.475,156,14.631,,8.903.539,197.865,9.101.404,,,,,,,,,,,,
05/10/2017,15.045,263,15.308,,8.918.584,198.128,9.116.712,,,,,,,,,,,,
06/10/2017,14.564,239,14.803,,8.933.148,198.367,9.131.515,,,,,,,,,,,,
07/10/2017,11.344,416,11.760,,8.944.492,198.783,9.143.275,,,,,,,,,,,,
08/10/2017,10.601,497,11.098,,8.955.093,199.280,9.154.373,,,,,,,,,,,,
09/10/2017,13.187,251,13.438,,8.968.280,199.531,9.167.811,,,,,,,,,,,,
10/10/2017,13.659,140,13.799,,8.981.939,199.671,9.181.610,,,,,,,,,,,,
11/10/2017,14.068,158,14.226,,8.996.007,199.829,9.195.836,,,,,,,,,,,,
12/10/2017,10.099,396,10.495,,9.006.106,200.225,9.206.331,,,,,,,,,,,,
13/10/2017,11.313,365,11.678,,9.017.419,200.590,9.218.009,,,,,,,,,,,,
14/10/2017,9.223,587,9.810,,9.026.642,201.177,9.227.819,,,,,,,,,,,,
15/10/2017,9.250,481,9.731,,9.035.892,201.658,9.237.550,,,,,,,,,,,,
16/10/2017,12.838,208,13.046,,9.048.730,201.866,9.250.596,,,,,,,,,,,,
17/10/2017,11.316,142,11.458,,9.060.046,202.008,9.262.054,,,,,,,,,,,,
18/10/2017,6.339,38,6.377,,9.066.385,202.046,9.268.431,,,,,,,,,,,,
19/10/2017,12.291,139,12.430,,9.078.676,202.185,9.280.861,,,,,,,,,,,,
20/10/2017,13.327,149,13.476,,9.092.003,202.334,9.294.337,,,,,,,,,,,,
21/10/2017,10.759,363,11.122,,9.102.762,202.697,9.305.459,,,,,,,,,,,,
22/10/2017,10.423,459,10.882,,9.113.185,203.156,9.316.341,,,,,,,,,,,,
23/10/2017,12.132,221,12.353,,9.125.317,203.377,9.328.694,,,,,,,,,,,,
24/10/2017,13.290,149,13.439,,9.138.607,203.526,9.342.133,,,,,,,,,,,,
25/10/2017,13.836,136,13.972,,9.152.443,203.662,9.356.105,,,,,,,,,,,,
26/10/2017,14.274,186,14.460,,9.166.717,203.848,9.370.565,,,,,,,,,,,,
27/10/2017,14.110,269,14.379,,9.180.827,204.117,9.384.944,,,,,,,,,,,,
28/10/2017,10.861,563,11.424,,9.191.688,204.680,9.396.368,,,,,,,,,,,,
29/10/2017,8.972,517,9.489,,9.200.660,205.197,9.405.857,,,,,,,,,,,,
30/10/2017,12.392,269,12.661,,9.213.052,205.466,9.418.518,,,,,,,,,,,,
31/10/2017,13.423,233,13.656,,9.226.475,205.699,9.432.174,,384.088,,,,,,,,,,
01/11/2017,10.173,394,10.567,,9.236.648,206.093,9.442.741,,,,,,,,,,,,
02/11/2017,12.647,205,12.852,,9.249.295,206.298,9.455.593,,,,,,,,,,,,
03/11/2017,12.893,307,13.200,,9.262.188,206.605,9.468.793,,,,,,,,,,,,
04/11/2017,8.413,362,8.775,,9.270.601,206.967,9.477.568,,,,,,,,,,,,
05/11/2017,8.461,395,8.856,,9.279.062,207.362,9.486.424,,,,,,,,,,,,
06/11/2017,10.804,94,10.898,,9.289.866,207.456,9.497.322,,,,,,,,,,,,
07/11/2017,11.833,96,11.929,,9.301.699,207.552,9.509.251,,,,,,,,,,,,
08/11/2017,11.621,59,11.680,,9.313.320,207.611,9.520.931,,,,,,,,,,,,
09/11/2017,7.292,138,7.430,,9.320.612,207.749,9.528.361,,,,,,,,,,,,
10/11/2017,10.143,135,10.278,,9.330.755,207.884,9.538.639,,,,,,,,,,,,
11/11/2017,8.418,345,8.763,,9.339.173,208.229,9.547.402,,,,,,,,,,,,
12/11/2017,7.851,412,8.263,,9.347.024,208.641,9.555.665,,,,,,,,,,,,
13/11/2017,10.354,120,10.474,,9.357.378,208.761,9.566.139,,,,,,,,,,,,
14/11/2017,11.097,65,11.162,,9.368.475,208.826,9.577.301,,,,,,,,,,,,
15/11/2017,11.291,63,11.354,,9.379.766,208.889,9.588.655,,,,,,,,,,,,
16/11/2017,11.854,81,11.935,,9.391.620,208.970,9.600.590,,,,,,,,,,,,
17/11/2017,11.847,176,12.023,,9.403.467,209.146,9.612.613,,,,,,,,,,,,
18/11/2017,9.591,325,9.916,,9.413.058,209.471,9.622.529,,,,,,,,,,,,
19/11/2017,8.223,411,8.634,,9.421.281,209.882,9.631.163,,,,,,,,,,,,
20/11/2017,10.885,149,11.034,,9.432.166,210.031,9.642.197,,,,,,,,,,,,
21/11/2017,11.648,86,11.734,,9.443.814,210.117,9.653.931,,,,,,,,,,,,
22/11/2017,11.784,89,11.873,,9.455.598,210.206,9.665.804,,,,,,,,,,,,
23/11/2017,12.160,75,12.235,,9.467.758,210.281,9.678.039,,,,,,,,,,,,
24/11/2017,12.325,120,12.445,,9.480.083,210.401,9.690.484,,,,,,,,,,,,
25/11/2017,9.162,313,9.475,,9.489.245,210.714,9.699.959,,,,,,,,,,,,
26/11/2017,7.474,265,7.739,,9.496.719,210.979,9.707.698,,,,,,,,,,,,
27/11/2017,9.687,51,9.738,,9.506.406,211.030,9.717.436,,,,,,,,,,,,
28/11/2017,6.813,23,6.836,,9.513.219,211.053,9.724.272,,,,,,,,,,,,
29/11/2017,10.586,36,10.622,,9.523.805,211.089,9.734.894,,,,,,,,,,,,
30/11/2017,10.237,77,10.314,,9.534.042,211.166,9.745.208,,313.034,,,,,,,,,,
01/12/2017,9.630,37,9.667,,9.543.672,211.203,9.754.875,,,,,,,,,,,,
02/12/2017,6.680,135,6.815,,9.550.352,211.338,9.761.690,,,,,,,,,,,,
03/12/2017,6.061,170,6.231,,9.556.413,211.508,9.767.921,,,,,,,,,,,,
04/12/2017,8.734,50,8.784,,9.565.147,211.558,9.776.705,,,,,,,,,,,,
05/12/2017,9.279,57,9.336,,9.574.426,211.615,9.786.041,,,,,,,,,,,,
06/12/2017,5.988,154,6.142,,9.580.414,211.769,9.792.183,,,,,,,,,,,,
07/12/2017,7.060,182,7.242,,9.587.474,211.951,9.799.425,,,,,,,,,,,,
08/12/2017,5.116,205,5.321,,9.592.590,212.156,9.804.746,,,,,,,,,,,,
09/12/2017,5.857,287,6.144,,9.598.447,212.443,9.810.890,,,,,,,,,,,,
10/12/2017,4.537,185,4.722,,9.602.984,212.628,9.815.612,,,,,,,,,,,,
11/12/2017,7.576,23,7.599,,9.610.560,212.651,9.823.211,,,,,,,,,,,,
12/12/2017,9.280,35,9.315,,9.619.840,212.686,9.832.526,,,,,,,,,,,,
13/12/2017,9.420,19,9.439,,9.629.260,212.705,9.841.965,,,,,,,,,,,,
14/12/2017,9.825,62,9.887,,9.639.085,212.767,9.851.852,,,,,,,,,,,,
15/12/2017,10.289,82,10.371,,9.649.374,212.849,9.862.223,,,,,,,,,,,,
16/12/2017,8.165,131,8.296,,9.657.539,212.980,9.870.519,,,,,,,,,,,,
17/12/2017,6.942,151,7.093,,9.664.481,213.131,9.877.612,,,,,,,,,,,,
18/12/2017,9.140,50,9.190,,9.673.621,213.181,9.886.802,,,,,,,,,,,,
19/12/2017,10.232,55,10.287,,9.683.853,213.236,9.897.089,,,,,,,,,,,,
20/12/2017,10.391,33,10.424,,9.694.244,213.269,9.907.513,,,,,,,,,,,,
21/12/2017,10.372,94,10.466,,9.704.616,213.363,9.917.979,,,,,,,,,,,,
22/12/2017,9.901,164,10.065,,9.714.517,213.527,9.928.044,,,,,,,,,,,,
23/12/2017,6.604,188,6.792,,9.721.121,213.715,9.934.836,,,,,,,,,,,,
24/12/2017,4.198,181,4.379,,9.725.319,213.896,9.939.215,,,,,,,,,,,,
25/12/2017,2.347,58,2.405,,9.727.666,213.954,9.941.620,,,,,,,,,,,,
26/12/2017,5.003,69,5.072,,9.732.669,214.023,9.946.692,,,,,,,,,,,,
27/12/2017,6.049,161,6.210,,9.738.718,214.184,9.952.902,,,,,,,,,,,,
28/12/2017,6.951,195,7.146,,9.745.669,214.379,9.960.048,,,,,,,,,,,,
29/12/2017,7.423,249,7.672,,9.753.092,214.628,9.967.720,,,,,,,,,,,,
30/12/2017,5.891,323,6.214,,9.758.983,214.951,9.973.934,,,,,,,,,,,,
31/12/2017,3.889,245,4.134,,9.762.872,215.196,9.978.068,,232.860,,,,,,,,,,
01/01/2018,3.454,315,3.769,,9.766.326,215.511,9.981.837,,,,,,,,,,,,
02/01/2018,6.414,235,6.649,,9.772.740,215.746,9.988.486,,,,,,,,,,,,
03/01/2018,7.690,200,7.890,,9.780.430,215.946,9.996.376,,,,,,,,,,,,
04/01/2018,8.282,183,8.465,,9.788.712,216.129,10.004.841,,,,,,,,,,,,
05/01/2018,5.872,75,5.947,,9.794.584,216.204,10.010.788,,,,,,,,,,,,
06/01/2018,1.379,14,1.393,,9.795.963,216.218,10.012.181,,,,,,,,,,,,
07/01/2018,2.414,7,2.421,,9.798.377,216.225,10.014.602,,,,,,,,,,,,
08/01/2018,7.802,41,7.843,,9.806.179,216.266,10.022.445,,,,,,,,,,,,
09/01/2018,5.915,9,5.924,,9.812.094,216.275,10.028.369,,,,,,,,,,,,
10/01/2018,7.045,11,7.056,,9.819.139,216.286,10.035.425,,,,,,,,,,,,
11/01/2018,8.765,39,8.804,,9.827.904,216.325,10.044.229,,,,,,,,,,,,
12/01/2018,9.262,41,9.303,,9.837.166,216.366,10.053.532,,,,,,,,,,,,
13/01/2018,4.311,31,4.342,,9.841.477,216.397,10.057.874,,,,,,,,,,,,
14/01/2018,5.375,82,5.457,,9.846.852,216.479,10.063.331,,,,,,,,,,,,
15/01/2018,8.130,49,8.179,,9.854.982,216.528,10.071.510,,,,,,,,,,,,
16/01/2018,9.315,61,9.376,,9.864.297,216.589,10.080.886,,,,,,,,,,,,
17/01/2018,9.698,42,9.740,,9.873.995,216.631,10.090.626,,,,,,,,,,,,
18/01/2018,10.004,101,10.105,,9.883.999,216.732,10.100.731,,,,,,,,,,,,
19/01/2018,10.226,117,10.343,,9.894.225,216.849,10.111.074,,,,,,,,,,,,
20/01/2018,7.471,245,7.716,,9.901.696,217.094,10.118.790,,,,,,,,,,,,
21/01/2018,7.460,242,7.702,,9.909.156,217.336,10.126.492,,,,,,,,,,,,
22/01/2018,9.511,63,9.574,,9.918.667,217.399,10.136.066,,,,,,,,,,,,
23/01/2018,10.212,88,10.300,,9.928.879,217.487,10.146.366,,,,,,,,,,,,
24/01/2018,10.689,46,10.735,,9.939.568,217.533,10.157.101,,,,,,,,,,,,
25/01/2018,6.790,17,6.807,,9.946.358,217.550,10.163.908,,,,,,,,,,,,
26/01/2018,9.192,67,9.259,,9.955.550,217.617,10.173.167,,,,,,,,,,,,
27/01/2018,6.681,175,6.856,,9.962.231,217.792,10.180.023,,,,,,,,,,,,
28/01/2018,6.069,195,6.264,,9.968.300,217.987,10.186.287,,,,,,,,,,,,
29/01/2018,9.164,76,9.240,,9.977.464,218.063,10.195.527,,,,,,,,,,,,
30/01/2018,9.785,65,9.850,,9.987.249,218.128,10.205.377,,,,,,,,,,,,
31/01/2018,10.190,89,10.279,,9.997.439,218.217,10.215.656,,237.588,,,,,,,,,,
01/02/2018,9.070,62,9.132,,10.006.509,218.279,10.224.788,,,,,,,,,,,,
02/02/2018,8.789,47,8.836,,10.015.298,218.326,10.233.624,,,,,,,,,,,,
03/02/2018,6.586,177,6.763,,10.021.884,218.503,10.240.387,,,,,,,,,,,,
04/02/2018,2.152,23,2.175,,10.024.036,218.526,10.242.562,,,,,,,,,,,,
05/02/2018,2.895,7,2.902,,10.026.931,218.533,10.245.464,,,,,,,,,,,,
06/02/2018,7.745,40,7.785,,10.034.676,218.573,10.253.249,,,,,,,,,,,,
07/02/2018,8.023,30,8.053,,10.042.699,218.603,10.261.302,,,,,,,,,,,,
08/02/2018,8.278,49,8.327,,10.050.977,218.652,10.269.629,,,,,,,,,,,,
09/02/2018,8.485,70,8.555,,10.059.462,218.722,10.278.184,,,,,,,,,,,,
10/02/2018,6.220,216,6.436,,10.065.682,218.938,10.284.620,,,,,,,,,,,,
11/02/2018,6.115,217,6.332,,10.071.797,219.155,10.290.952,,,,,,,,,,,,
12/02/2018,8.168,83,8.251,,10.079.965,219.238,10.299.203,,,,,,,,,,,,
13/02/2018,8.476,62,8.538,,10.088.441,219.300,10.307.741,,,,,,,,,,,,
14/02/2018,9.320,70,9.390,,10.097.761,219.370,10.317.131,,,,,,,,,,,,
15/02/2018,9.205,123,9.328,,10.106.966,219.493,10.326.459,,,,,,,,,,,,
16/02/2018,9.515,162,9.677,,10.116.481,219.655,10.336.136,,,,,,,,,,,,
17/02/2018,7.232,284,7.516,,10.123.713,219.939,10.343.652,,,,,,,,,,,,
18/02/2018,6.686,339,7.025,,10.130.399,220.278,10.350.677,,,,,,,,,,,,
19/02/2018,9.048,66,9.114,,10.139.447,220.344,10.359.791,,,,,,,,,,,,
20/02/2018,9.924,79,10.003,,10.149.371,220.423,10.369.794,,,,,,,,,,,,
21/02/2018,9.326,92,9.418,,10.158.697,220.515,10.379.212,,,,,,,,,,,,
22/02/2018,9.370,50,9.420,,10.168.067,220.565,10.388.632,,,,,,,,,,,,
23/02/2018,9.452,115,9.567,,10.177.519,220.680,10.398.199,,,,,,,,,,,,
24/02/2018,6.940,273,7.213,,10.184.459,220.953,10.405.412,,,,,,,,,,,,
25/02/2018,6.608,294,6.902,,10.191.067,221.247,10.412.314,,,,,,,,,,,,
26/02/2018,9.235,87,9.322,,10.200.302,221.334,10.421.636,,,,,,,,,,,,
27/02/2018,4.627,13,4.640,,10.204.929,221.347,10.426.276,,,,,,,,,,,,
28/02/2018,3.615,13,3.628,,10.208.544,221.360,10.429.904,,214.248,,,,,,,,,,
01/03/2018,3.254,5,3.259,,10.211.798,221.365,10.433.163,,,,,,,,,,,,
02/03/2018,3.615,8,3.623,,10.215.413,221.373,10.436.786,,,,,,,,,,,,
03/03/2018,4.580,106,4.686,,10.219.993,221.479,10.441.472,,,,,,,,,,,,
04/03/2018,5.280,134,5.414,,10.225.273,221.613,10.446.886,,,,,,,,,,,,
05/03/2018,6.159,42,6.201,,10.231.432,221.655,10.453.087,,,,,,,,,,,,
06/03/2018,7.641,47,7.688,,10.239.073,221.702,10.460.775,,,,,,,,,,,,
07/03/2018,9.573,70,9.643,,10.248.646,221.772,10.470.418,,,,,,,,,,,,
08/03/2018,9.520,63,9.583,,10.258.166,221.835,10.480.001,,,,,,,,,,,,
09/03/2018,4.818,12,4.830,,10.262.984,221.847,10.484.831,,,,,,,,,,,,
10/03/2018,3.858,76,3.934,,10.266.842,221.923,10.488.765,,,,,,,,,,,,
11/03/2018,4.509,60,4.569,,10.271.351,221.983,10.493.334,,,,,,,,,,,,
12/03/2018,8.478,92,8.570,,10.279.829,222.075,10.501.904,,,,,,,,,,,,
13/03/2018,9.267,75,9.342,,10.289.096,222.150,10.511.246,,,,,,,,,,,,
14/03/2018,3.219,27,3.246,,10.292.315,222.177,10.514.492,,,,,,,,,,,,
15/03/2018,8.998,77,9.075,,10.301.313,222.254,10.523.567,,,,,,,,,,,,
16/03/2018,7.844,139,7.983,,10.309.157,222.393,10.531.550,,,,,,,,,,,,
17/03/2018,5.016,162,5.178,,10.314.173,222.555,10.536.728,,,,,,,,,,,,
18/03/2018,6.187,235,6.422,,10.320.360,222.790,10.543.150,,,,,,,,,,,,
19/03/2018,5.829,35,5.864,,10.326.189,222.825,10.549.014,,,,,,,,,,,,
20/03/2018,8.030,48,8.078,,10.334.219,222.873,10.557.092,,,,,,,,,,,,
21/03/2018,8.763,50,8.813,,10.342.982,222.923,10.565.905,,,,,,,,,,,,
22/03/2018,9.451,79,9.530,,10.352.433,223.002,10.575.435,,,,,,,,,,,,
23/03/2018,7.071,54,7.125,,10.359.504,223.056,10.582.560,,,,,,,,,,,,
24/03/2018,4.894,131,5.025,,10.364.398,223.187,10.587.585,,,,,,,,,,,,
25/03/2018,5.075,204,5.279,,10.369.473,223.391,10.592.864,,,,,,,,,,,,
26/03/2018,7.357,181,7.538,,10.376.830,223.572,10.600.402,,,,,,,,,,,,
27/03/2018,7.985,202,8.187,,10.384.815,223.774,10.608.589,,,,,,,,,,,,
28/03/2018,7.263,214,7.477,,10.392.078,223.988,10.616.066,,,,,,,,,,,,
29/03/2018,4.036,220,4.256,,10.396.114,224.208,10.620.322,,,,,,,,,,,,
30/03/2018,2.976,268,3.244,,10.399.090,224.476,10.623.566,,,,,,,,,,,,
31/03/2018,3.664,285,3.949,,10.402.754,224.761,10.627.515,,197.611,,,,,,,,,,
01/04/2018,4.772,510,5.282,,10.407.526,225.271,10.632.797,,,,,,,,,,,,
02/04/2018,8.853,301,9.154,,10.416.379,225.572,10.641.951,,,,,,,,,,,,
03/04/2018,9.293,98,9.391,,10.425.672,225.670,10.651.342,,,,,,,,,,,,
04/04/2018,9.794,96,9.890,,10.435.466,225.766,10.661.232,,,,,,,,,,,,
05/04/2018,10.976,138,11.114,,10.446.442,225.904,10.672.346,,,,,,,,,,,,
06/04/2018,8.253,156,8.409,,10.454.695,226.060,10.680.755,,,,,,,,,,,,
07/04/2018,5.237,81,5.318,,10.459.932,226.141,10.686.073,,,,,,,,,,,,
08/04/2018,7.248,294,7.542,,10.467.180,226.435,10.693.615,,,,,,,,,,,,
09/04/2018,6.908,28,6.936,,10.474.088,226.463,10.700.551,,,,,,,,,,,,
10/04/2018,3.063,6,3.069,,10.477.151,226.469,10.703.620,,,,,,,,,,,,
11/04/2018,8.612,67,8.679,,10.485.763,226.536,10.712.299,,,,,,,,,,,,
12/04/2018,7.075,53,7.128,,10.492.838,226.589,10.719.427,,,,,,,,,,,,
13/04/2018,8.595,80,8.675,,10.501.433,226.669,10.728.102,,,,,,,,,,,,
14/04/2018,7.668,330,7.998,,10.509.101,226.999,10.736.100,,,,,,,,,,,,
15/04/2018,7.296,300,7.596,,10.516.397,227.299,10.743.696,,,,,,,,,,,,
16/04/2018,9.844,116,9.960,,10.526.241,227.415,10.753.656,,,,,,,,,,,,
17/04/2018,11.402,168,11.570,,10.537.643,227.583,10.765.226,,,,,,,,,,,,
18/04/2018,12.504,191,12.695,,10.550.147,227.774,10.777.921,,,,,,,,,,,,
19/04/2018,12.561,139,12.700,,10.562.708,227.913,10.790.621,,,,,,,,,,,,
20/04/2018,12.150,177,12.327,,10.574.858,228.090,10.802.948,,,,,,,,,,,,
21/04/2018,8.705,419,9.124,,10.583.563,228.509,10.812.072,,,,,,,,,,,,
